Age;Inches;Weight;GP;MIN;REB;OREB;DREB;BLK;PF;PFD;DIST_MILES;DIST_MILES_OFF;DIST_MILES_DEF;AVG_SPEED;AVG_SPEED_OFF;AVG_SPEED_DEF;CONTESTED_SHOTS;CONTESTED_SHOTS_2PT;CONTESTED_SHOTS_3PT;BOX_OUTS;OFF_BOXOUTS;DEF_BOXOUTS;DEFLECTIONS;CHARGES_DRAWN;target
28;73;205;74;31.4;3.8;0.7;3.1;0.6;2.5;4.1;2.23;1.16;1.06;4.29;4.69;3.92;7.03;4.0;3.03;0.8;0.04;0.76;3.36;0.04;1
29;76;215;69;31.2;2.5;0.4;2.1;0.4;1.7;2.7;2.04;1.07;0.97;3.94;4.23;3.66;4.77;2.38;2.39;1.36;0.01;1.35;1.39;0.03;1
26;82;238;67;12.0;4.1;1.2;2.9;0.8;1.7;0.9;0.88;0.46;0.42;4.43;4.59;4.27;4.94;4.12;0.82;3.28;0.75;2.52;0.91;0.19;1
24;80;225;4;1.9;0.3;0.0;0.3;0.0;0.0;0.0;0.1;0.05;0.05;3.49;3.84;3.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
31;82;235;69;25.1;5.9;1.7;4.2;0.4;2.3;2.4;1.8;0.97;0.83;4.31;4.71;3.92;6.75;4.58;2.17;4.33;1.04;3.29;1.7;0.46;1
25;79;205;57;32.2;3.2;0.4;2.8;0.3;2.4;2.4;2.36;1.26;1.1;4.4;4.8;4.02;5.37;3.07;2.3;2.74;0.11;2.63;2.18;0.02;1
29;79;220;79;25.7;3.1;0.4;2.7;0.4;2.1;1.5;1.8;0.97;0.83;4.21;4.4;4.01;5.44;3.01;2.43;1.73;0.06;1.67;0.97;0.0;1
25;84;242;79;23.2;3.6;0.6;3.1;0.2;1.2;1.8;1.67;0.95;0.72;4.33;4.85;3.8;7.27;4.68;2.58;4.28;0.52;3.76;0.53;0.04;1
24;71;190;52;18.9;2.5;0.6;1.9;0.2;1.4;1.9;1.3;0.69;0.61;4.16;4.41;3.92;3.0;1.06;1.94;0.63;0.04;0.6;0.9;0.0;0
19;77;190;78;21.9;2.3;0.5;1.8;0.2;2.3;0.9;1.58;0.84;0.73;4.36;4.66;4.06;4.83;3.04;1.79;0.77;0.04;0.73;1.59;0.01;1
24;72;195;76;20.0;2.4;0.3;2.1;0.3;1.7;1.5;1.56;0.83;0.73;4.69;5.09;4.3;3.72;2.05;1.67;1.45;0.03;1.42;1.67;0.08;0
20;79;190;14;5.7;0.8;0.1;0.6;0.1;0.9;0.3;0.44;0.25;0.19;4.68;4.89;4.44;1.21;0.71;0.5;0.36;0.0;0.36;0.21;0.0;1
32;78;195;65;24.8;2.3;0.3;2.0;0.4;2.1;1.3;1.79;0.97;0.81;4.35;4.61;4.09;5.78;2.6;3.18;0.8;0.0;0.8;1.86;0.02;1
23;76;210;67;34.4;2.6;0.6;2.1;0.2;1.8;2.2;2.38;1.26;1.12;4.23;4.48;3.99;5.42;2.51;2.91;0.87;0.06;0.81;3.03;0.06;1
25;75;190;23;9.6;1.9;0.6;1.3;0.1;1.3;0.2;0.78;0.39;0.39;4.84;5.21;4.52;2.22;1.3;0.91;0.48;0.13;0.35;0.87;0.0;1
32;75;188;67;27.0;2.7;0.6;2.1;0.4;1.9;2.3;1.92;1.05;0.88;4.28;4.51;4.02;5.78;2.76;3.01;1.87;0.31;1.55;1.79;0.03;1
25;78;231;9;3.5;1.0;0.3;0.7;0.0;0.1;0.2;0.26;0.14;0.12;4.55;4.73;4.37;0.78;0.56;0.22;1.0;0.11;0.89;0.22;0.0;1
20;85;240;17;7.2;2.2;0.8;1.4;0.4;0.7;0.2;0.51;0.27;0.24;4.3;4.7;3.91;3.94;3.12;0.82;1.47;0.41;1.06;0.29;0.0;1
32;79;205;41;22.7;3.2;0.4;2.9;0.4;2.1;1.1;1.59;0.83;0.76;4.21;4.35;4.08;5.32;3.12;2.2;1.07;0.0;1.07;1.05;0.02;1
24;76;185;7;9.1;1.0;0.1;0.9;0.0;1.1;0.9;0.68;0.34;0.33;4.46;4.87;4.1;2.14;0.71;1.43;0.71;0.0;0.71;0.71;0.0;1
23;83;222;75;36.7;10.0;2.1;8.0;1.4;3.1;6.8;2.52;1.33;1.19;4.15;4.61;3.74;10.31;6.6;3.71;5.47;0.72;4.73;2.52;0.0;1
24;79;215;23;14.7;1.6;0.5;1.1;0.0;0.6;0.7;1.11;0.6;0.51;4.57;4.81;4.31;3.7;2.17;1.52;0.91;0.09;0.83;0.78;0.0;1
32;75;190;75;31.7;4.1;0.7;3.4;0.2;2.4;3.4;2.4;1.32;1.08;4.53;4.91;4.13;5.53;3.79;1.75;0.67;0.09;0.57;1.47;0.07;0
28;80;226;1;5.3;1.0;0.0;1.0;0.0;1.0;0.0;0.42;0.23;0.19;4.62;4.62;4.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
28;83;251;79;16.9;4.6;1.3;3.2;0.5;1.9;1.2;1.2;0.65;0.55;4.27;4.45;4.08;6.72;4.94;1.78;3.7;0.44;3.25;1.34;0.18;0
28;83;265;51;20.4;6.9;2.1;4.7;0.5;1.9;2.1;1.36;0.72;0.65;4.01;4.11;3.91;6.51;5.75;0.76;6.78;1.84;4.94;1.51;0.04;1
22;80;260;33;7.1;1.6;0.5;1.1;0.2;0.7;0.4;0.54;0.3;0.24;4.43;4.7;4.12;2.03;1.36;0.67;1.97;0.48;1.48;0.33;0.0;1
26;80;225;77;34.2;6.1;1.0;5.1;0.2;1.2;3.1;2.5;1.39;1.11;4.39;4.71;4.05;8.52;4.94;3.58;4.57;0.26;4.31;1.08;0.01;0
29;84;265;54;25.3;11.4;3.2;8.2;1.7;2.4;3.1;1.68;0.89;0.79;3.99;4.07;3.92;9.56;8.56;1.0;5.87;1.89;3.98;1.15;0.02;1
21;83;245;38;8.7;2.1;0.3;1.9;0.0;0.6;0.6;0.69;0.39;0.31;4.85;5.55;4.22;3.18;1.82;1.37;1.58;0.08;1.5;0.21;0.0;1
27;75;175;74;19.7;1.7;0.1;1.6;0.1;1.6;0.7;1.43;0.76;0.68;4.43;4.83;4.06;3.69;2.03;1.66;0.86;0.0;0.86;0.69;0.01;0
31;83;262;77;14.9;4.1;1.8;2.3;0.5;3.0;1.5;1.05;0.55;0.5;4.25;4.43;4.08;5.79;4.6;1.19;5.74;0.92;4.82;1.12;0.04;1
19;82;262;11;2.7;0.8;0.5;0.4;0.3;0.1;0.3;0.18;0.11;0.08;4.03;4.49;3.93;1.18;1.0;0.18;1.0;0.09;0.91;0.09;0.0;1
28;77;220;14;19.7;2.9;0.5;2.4;0.3;1.6;1.0;1.48;0.76;0.73;4.55;4.69;4.4;3.43;1.57;1.86;1.79;0.0;1.79;1.93;0.0;1
27;72;201;20;21.1;2.3;0.3;2.0;0.1;1.8;2.1;1.52;0.81;0.71;4.34;4.58;4.12;3.55;1.9;1.65;0.1;0.05;0.05;1.55;0.1;1
23;81;242;18;13.3;2.3;0.6;1.7;0.2;2.5;0.8;0.99;0.52;0.47;4.46;4.71;4.17;4.72;3.17;1.56;2.67;0.11;2.56;0.44;0.0;1
23;75;170;67;17.4;1.4;0.3;1.1;0.1;1.7;1.8;1.3;0.72;0.59;4.5;4.94;4.06;3.55;1.73;1.82;0.42;0.0;0.42;0.79;0.03;1
29;69;185;32;26.9;2.1;0.5;1.6;0.1;1.8;3.7;1.84;1.0;0.84;4.25;4.67;3.84;5.78;2.91;2.88;0.72;0.0;0.72;0.66;0.09;1
23;76;213;16;11.2;1.6;0.3;1.4;0.1;1.4;0.8;0.78;0.43;0.36;4.36;4.78;3.88;2.88;1.44;1.44;0.56;0.13;0.44;0.56;0.0;1
29;72;175;82;24.9;2.7;0.3;2.4;0.2;1.7;1.6;2.01;1.14;0.87;4.88;5.56;4.21;4.87;2.82;2.05;0.46;0.02;0.44;1.43;0.13;0
21;82;220;36;14.3;4.4;1.5;2.9;0.4;1.5;1.1;1.03;0.55;0.48;4.36;4.56;4.14;5.11;3.31;1.81;3.5;0.86;2.64;0.64;0.0;1
21;85;240;43;9.5;2.9;1.0;1.8;0.3;1.1;1.1;0.68;0.36;0.32;4.38;4.9;3.92;5.0;3.93;1.07;2.79;0.53;2.26;0.28;0.0;1
34;72;185;69;23.2;2.9;0.2;2.7;0.0;1.2;2.0;1.67;0.96;0.71;4.32;4.78;3.83;3.23;1.32;1.91;0.62;0.01;0.61;0.7;0.04;1
34;76;200;70;30.2;2.5;0.1;2.4;0.1;1.8;2.4;2.32;1.26;1.06;4.61;5.16;4.08;4.87;2.71;2.16;1.23;0.01;1.21;0.8;0.07;1
32;78;225;80;28.1;2.9;0.4;2.6;0.1;2.0;0.9;1.92;1.0;0.92;4.12;4.26;3.97;4.99;2.16;2.83;2.26;0.15;2.11;1.53;0.04;1
25;81;207;22;15.6;3.5;1.0;2.6;1.0;2.2;0.9;1.15;0.62;0.53;4.41;4.69;4.13;5.41;3.36;2.05;3.0;0.32;2.68;0.91;0.05;1
28;81;227;55;28.0;8.4;2.7;5.8;0.5;2.8;1.7;1.98;1.05;0.93;4.27;4.43;4.1;6.15;3.29;2.85;6.89;2.44;4.45;1.25;0.05;1
30;84;270;65;9.5;2.6;0.9;1.7;0.9;1.4;0.7;0.67;0.34;0.33;4.31;4.56;4.05;5.02;3.95;1.06;2.88;0.54;2.34;0.71;0.0;1
23;78;198;13;8.8;1.5;0.5;1.0;0.1;0.5;0.5;0.64;0.34;0.3;4.4;4.53;4.26;1.62;0.62;1.0;0.77;0.08;0.69;0.54;0.0;1
23;80;250;31;24.0;4.9;1.4;3.5;0.3;1.6;1.2;1.74;0.91;0.83;4.42;4.75;4.08;6.03;3.58;2.45;2.61;0.42;2.19;1.32;0.0;1
27;82;274;7;12.5;4.3;2.0;2.3;0.0;1.9;2.7;0.81;0.43;0.38;4.06;3.98;4.0;4.43;3.14;1.29;4.86;1.43;3.43;0.14;0.0;1
28;73;200;3;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.07;0.07;3.95;4.27;3.67;0.67;0.0;0.67;0.0;0.0;0.0;0.0;0.0;1
23;80;223;5;6.7;2.2;0.4;1.8;0.0;0.8;0.2;0.62;0.34;0.28;4.67;4.98;4.01;2.2;1.6;0.6;1.6;0.0;1.6;0.2;0.0;1
27;78;235;80;26.1;3.4;0.7;2.7;0.3;2.3;1.5;1.82;0.95;0.87;4.22;4.42;4.02;6.83;3.83;3.0;2.24;0.2;2.03;1.49;0.03;0
22;83;260;28;12.6;3.0;0.8;2.3;0.6;1.8;1.3;0.89;0.49;0.39;4.23;4.51;3.93;6.25;5.32;0.93;3.61;0.46;3.14;0.11;0.0;1
24;81;210;35;4.6;0.5;0.1;0.3;0.1;0.4;0.1;0.35;0.2;0.15;4.57;5.0;4.16;0.8;0.57;0.23;0.34;0.06;0.29;0.17;0.0;0
22;84;230;82;18.6;4.8;2.0;2.8;1.2;2.6;1.4;1.44;0.75;0.68;4.68;4.99;4.37;9.95;8.46;1.49;5.06;0.95;4.09;1.0;0.05;0
25;79;220;16;11.3;2.4;0.8;1.6;0.1;1.4;1.1;0.84;0.44;0.4;4.48;4.8;4.17;2.63;1.0;1.63;0.94;0.25;0.69;0.75;0.06;1
38;77;185;80;20.7;1.2;0.3;1.0;0.1;1.1;1.5;1.39;0.75;0.63;4.03;4.21;3.83;1.59;0.64;0.95;0.21;0.0;0.21;0.93;0.01;0
21;76;207;81;31.7;3.7;1.0;2.7;0.3;2.1;2.5;2.39;1.33;1.06;4.6;5.14;4.07;7.69;4.33;3.36;1.49;0.04;1.46;2.05;0.06;0
24;80;260;3;9.0;3.0;1.3;1.7;0.0;0.7;1.7;0.63;0.33;0.3;4.28;4.36;4.19;1.67;0.67;1.0;4.67;2.33;2.33;0.0;0.0;0
36;72;190;50;20.3;2.1;0.3;1.8;0.1;1.6;1.0;1.4;0.76;0.64;4.17;4.57;3.77;3.26;1.48;1.78;0.72;0.0;0.72;0.92;0.08;1
25;79;213;15;18.6;2.5;0.3;2.3;0.2;0.7;0.7;1.33;0.72;0.61;4.47;4.85;4.08;3.53;2.07;1.47;1.27;0.07;1.2;0.67;0.0;1
27;79;210;72;22.3;3.1;1.0;2.1;0.3;1.9;1.3;1.64;0.87;0.76;4.42;4.65;4.19;5.04;2.53;2.51;1.46;0.33;1.13;1.29;0.01;1
28;77;220;72;35.4;5.4;0.6;4.8;0.7;2.3;7.0;2.17;1.17;1.0;3.69;3.97;3.41;7.56;4.44;3.11;2.18;0.07;2.11;2.85;0.03;1
31;80;240;73;26.6;4.9;0.8;4.1;0.7;2.6;1.7;1.89;1.02;0.87;4.26;4.53;3.97;7.62;4.71;2.9;4.1;0.38;3.71;1.95;0.0;0
25;81;230;3;6.0;0.7;0.0;0.7;0.3;0.3;0.3;0.48;0.26;0.22;4.69;5.36;4.02;2.33;2.33;0.0;1.33;0.33;1.0;0.0;0.0;1
24;81;202;10;12.0;2.4;0.8;1.6;0.0;1.0;0.1;0.92;0.51;0.41;4.62;5.24;4.02;2.1;1.4;0.7;2.4;0.0;2.4;0.6;0.0;0
22;78;215;6;10.2;0.3;0.0;0.3;0.0;0.7;0.5;0.7;0.36;0.34;4.14;4.34;3.94;2.0;1.33;0.67;0.67;0.0;0.67;0.17;0.0;1
27;79;229;15;18.3;2.1;0.2;1.9;0.5;2.3;0.5;1.28;0.68;0.6;4.21;4.78;3.71;5.6;3.53;2.07;4.2;0.0;4.2;0.8;0.13;1
32;79;240;48;14.3;2.0;0.2;1.8;0.2;1.8;0.9;1.0;0.54;0.46;4.17;4.76;3.66;3.1;1.88;1.23;2.9;0.06;2.83;0.85;0.06;1
26;79;218;3;2.9;0.3;0.0;0.3;0.0;0.0;0.0;0.2;0.11;0.09;4.2;4.08;4.32;0.67;0.33;0.33;0.0;0.0;0.0;0.33;0.0;0
24;82;239;73;22.7;4.4;1.3;3.0;0.7;2.9;1.3;1.72;0.93;0.78;4.56;4.87;4.25;7.05;4.59;2.47;3.97;0.44;3.53;1.11;0.08;1
20;83;234;72;20.0;5.4;2.0;3.4;1.2;2.0;1.5;1.48;0.83;0.65;4.46;4.88;4.01;10.99;9.65;1.33;5.88;0.61;5.26;0.81;0.0;1
34;75;200;62;25.0;3.1;0.4;2.7;0.1;1.6;1.6;1.77;0.97;0.8;4.29;4.66;3.91;4.29;1.69;2.6;0.73;0.06;0.66;1.05;0.03;1
32;84;240;33;8.6;1.6;0.5;1.1;0.4;1.3;0.8;0.64;0.34;0.3;4.53;4.88;4.18;3.0;1.73;1.27;2.58;0.36;2.21;0.18;0.09;1
40;74;185;51;16.0;0.9;0.1;0.8;0.3;1.0;0.2;1.14;0.58;0.56;4.34;4.53;4.17;2.59;1.41;1.18;0.59;0.0;0.59;1.31;0.02;1
21;72;190;48;16.2;1.8;0.2;1.6;0.1;2.0;1.4;1.27;0.64;0.63;4.72;4.99;4.48;2.77;1.25;1.52;0.75;0.02;0.73;1.73;0.1;1
21;79;225;70;30.7;4.9;0.9;4.0;0.4;2.6;2.9;2.23;1.16;1.08;4.38;4.55;4.22;6.71;3.3;3.41;2.57;0.24;2.33;2.01;0.07;1
22;77;185;6;16.4;2.7;0.3;2.3;0.2;0.3;0.3;1.12;0.59;0.53;4.33;4.45;4.21;6.67;4.0;2.67;1.83;0.0;1.83;1.0;0.17;0
20;80;205;80;30.5;5.0;0.6;4.4;0.7;2.1;2.5;2.13;1.14;0.99;4.18;4.46;3.89;6.36;3.4;2.96;2.06;0.21;1.85;1.69;0.01;0
31;81;235;78;23.4;3.2;0.8;2.4;0.4;1.9;2.4;1.56;0.8;0.76;4.01;4.18;3.86;7.47;4.5;2.97;3.47;0.32;3.15;1.0;0.09;1
30;74;189;70;33.0;3.0;0.3;2.6;0.3;2.4;3.3;2.12;1.14;0.98;3.86;4.03;3.68;5.49;2.61;2.87;0.5;0.0;0.5;2.71;0.1;1
28;84;230;10;3.9;1.0;0.1;0.9;0.3;0.3;0.4;0.27;0.15;0.13;4.08;4.75;3.75;1.8;1.3;0.5;0.7;0.0;0.7;0.0;0.0;1
24;81;220;81;20.3;3.9;1.1;2.9;1.0;1.9;2.7;1.48;0.78;0.7;4.37;4.71;4.05;6.57;4.38;2.19;4.07;0.27;3.79;0.65;0.21;1
30;81;200;1;5.4;1.0;1.0;0.0;0.0;1.0;0.0;0.4;0.22;0.17;4.5;4.51;4.48;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0
26;77;185;80;24.6;4.1;0.6;3.4;0.4;1.7;2.2;1.81;0.98;0.83;4.42;4.72;4.1;5.45;2.41;3.04;0.51;0.05;0.46;1.55;0.01;1
29;75;200;1;25.2;0.0;0.0;0.0;0.0;3.0;4.0;1.99;1.07;0.92;4.8;5.02;4.54;4.0;3.0;1.0;1.0;0.0;1.0;3.0;0.0;1
25;76;198;74;22.8;2.3;0.4;1.9;0.1;1.8;2.4;1.65;0.87;0.78;4.34;4.71;4.0;5.18;2.36;2.81;1.05;0.07;0.99;1.47;0.04;0
29;75;200;39;23.7;2.1;0.4;1.7;0.2;2.3;1.1;1.71;0.9;0.81;4.29;4.57;4.02;5.21;2.97;2.23;0.64;0.08;0.56;1.03;0.05;1
28;80;236;59;36.7;5.3;1.3;4.0;0.4;1.3;5.2;2.6;1.4;1.2;4.26;4.4;4.1;6.27;3.15;3.12;2.15;0.41;1.75;3.49;0.12;1
33;83;230;7;5.7;2.0;0.9;1.1;0.3;0.7;0.9;0.43;0.23;0.2;4.5;4.87;4.14;2.57;2.14;0.43;1.71;0.86;0.86;0.57;0.0;1
30;76;210;77;14.5;1.6;0.2;1.4;0.1;0.7;1.0;1.05;0.56;0.49;4.42;4.7;4.12;2.61;1.26;1.35;0.56;0.01;0.55;0.61;0.01;1
26;78;219;78;25.3;3.3;0.7;2.7;0.3;2.0;1.2;1.9;1.06;0.84;4.53;4.95;4.1;6.51;4.23;2.28;1.97;0.15;1.82;0.77;0.03;1
30;80;226;82;31.4;4.2;0.3;3.9;0.2;2.2;1.7;2.25;1.24;1.02;4.33;4.61;4.04;5.67;2.73;2.94;2.4;0.06;2.34;2.3;0.0;0
37;79;240;55;21.9;3.1;0.3;2.9;0.1;1.2;0.7;1.48;0.82;0.67;4.07;4.36;3.77;5.18;2.44;2.75;2.09;0.11;1.98;0.67;0.0;1
26;74;185;53;10.5;1.2;0.2;1.0;0.0;0.7;0.7;0.83;0.43;0.41;4.77;4.77;4.77;1.79;0.77;1.02;0.32;0.0;0.32;0.55;0.04;1
24;81;235;6;6.3;1.7;1.0;0.7;0.0;0.5;0.5;0.45;0.25;0.19;4.31;4.26;4.37;2.83;2.0;0.83;1.5;0.33;1.17;0.33;0.0;1
24;84;250;63;30.4;11.0;2.3;8.7;1.8;3.3;6.5;2.04;1.08;0.96;4.04;4.37;3.71;11.59;9.63;1.95;7.86;1.37;6.48;1.06;0.02;1
26;83;260;55;9.7;3.1;1.1;2.0;0.1;0.8;0.7;0.68;0.37;0.32;4.24;4.52;3.94;2.71;2.27;0.44;3.31;1.13;2.18;0.2;0.0;1
20;82;235;74;24.1;7.3;2.4;4.9;1.1;2.9;2.5;1.8;0.98;0.82;4.47;4.84;4.1;9.96;7.73;2.23;7.57;1.82;5.74;1.01;0.01;1
27;83;229;76;25.9;6.8;2.0;4.8;1.4;2.7;2.0;1.77;0.89;0.88;4.11;4.31;3.92;9.59;7.87;1.72;6.84;1.11;5.74;1.47;0.0;1
29;77;205;24;7.3;1.0;0.3;0.8;0.1;0.4;0.5;0.5;0.27;0.23;4.13;4.29;3.95;1.63;0.96;0.67;1.13;0.04;1.08;0.42;0.08;1
27;76;210;41;34.4;3.7;0.5;3.1;1.1;2.0;4.9;2.12;1.09;1.03;3.71;3.83;3.58;7.17;5.41;1.76;0.54;0.0;0.54;2.71;0.1;1
23;82;230;11;16.0;4.5;1.3;3.2;0.2;1.6;2.1;1.08;0.58;0.5;4.07;4.39;3.75;4.27;3.27;1.0;4.73;0.64;4.09;0.45;0.0;1
25;81;257;36;10.5;2.6;0.8;1.8;0.2;1.3;0.7;0.77;0.43;0.35;4.42;4.7;4.15;2.92;2.44;0.47;3.11;0.47;2.64;0.36;0.14;1
29;82;228;8;17.1;4.0;0.9;3.1;0.4;2.0;1.6;1.36;0.76;0.6;4.78;5.24;4.3;3.88;2.75;1.13;5.13;0.25;4.88;0.13;0.0;1
31;82;231;74;15.3;3.3;0.7;2.6;0.2;1.7;0.8;1.13;0.62;0.51;4.47;4.81;4.11;3.99;2.76;1.23;2.19;0.35;1.84;0.58;0.08;1
26;84;255;77;22.4;8.6;2.4;6.2;0.9;2.5;2.4;1.59;0.86;0.74;4.28;4.55;4.0;11.01;9.88;1.13;7.44;2.51;4.91;0.79;0.04;1
30;74;185;4;10.0;0.8;0.0;0.8;0.0;1.3;0.8;0.73;0.38;0.35;4.37;4.59;4.17;1.0;0.25;0.75;0.25;0.0;0.25;0.25;0.0;0
20;82;210;27;19.8;3.7;0.6;3.1;1.1;1.8;1.4;1.43;0.77;0.66;4.39;4.71;4.08;7.3;5.56;1.74;3.3;0.52;2.78;2.22;0.15;1
28;78;195;69;29.4;3.5;0.9;2.6;0.2;2.5;2.9;2.13;1.12;1.01;4.38;4.66;4.11;4.96;2.59;2.36;1.51;0.14;1.36;1.71;0.07;1
23;81;224;57;14.2;3.6;1.1;2.6;1.0;1.6;0.8;1.04;0.54;0.5;4.4;4.66;4.17;6.77;4.6;2.18;2.07;0.21;1.86;1.18;0.0;1
26;77;194;81;23.3;2.7;0.7;2.0;0.1;1.3;1.9;1.73;0.93;0.8;4.46;4.89;4.06;5.49;3.17;2.32;1.21;0.11;1.1;1.09;0.0;0
29;77;195;5;10.7;0.8;0.4;0.4;0.2;1.4;0.0;0.78;0.43;0.35;4.33;4.8;3.85;1.2;0.6;0.6;0.2;0.0;0.2;0.4;0.0;0
23;80;235;23;12.4;3.5;0.8;2.7;0.4;1.6;0.7;0.91;0.5;0.41;4.38;4.61;4.13;4.22;3.35;0.87;3.43;0.74;2.7;0.74;0.0;1
36;75;200;57;16.0;1.5;0.2;1.2;0.0;1.4;0.8;1.18;0.62;0.55;4.42;4.64;4.2;3.4;1.68;1.72;0.67;0.02;0.65;1.0;0.11;1
24;73;180;5;17.3;2.0;0.4;1.6;0.4;1.6;1.6;1.39;0.77;0.62;4.88;5.25;4.48;3.6;2.6;1.0;0.6;0.0;0.6;2.0;0.0;0
23;77;215;63;23.2;4.2;0.7;3.5;0.3;1.7;1.2;1.69;0.87;0.83;4.4;4.71;4.11;7.83;4.92;2.9;0.94;0.0;0.94;1.25;0.03;1
26;79;230;69;14.2;2.3;0.6;1.7;0.6;1.2;0.4;1.04;0.52;0.52;4.39;4.47;4.31;4.64;3.09;1.55;1.64;0.3;1.33;0.42;0.01;1
21;80;200;77;25.4;4.6;1.2;3.3;0.5;2.8;2.9;1.9;1.02;0.88;4.5;4.93;4.1;5.34;2.99;2.35;1.92;0.42;1.51;1.55;0.08;0
28;73;160;18;12.0;1.1;0.1;0.9;0.1;0.9;1.0;0.87;0.49;0.39;4.51;5.04;4.04;2.94;1.78;1.17;0.39;0.0;0.39;0.61;0.17;1
31;82;240;2;2.9;0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.12;0.09;4.17;3.8;4.61;1.5;0.0;1.5;0.5;0.0;0.5;0.0;0.0;1
24;78;200;81;33.2;3.5;0.9;2.7;0.9;2.5;2.4;2.45;1.33;1.12;4.43;4.72;4.12;8.35;5.3;3.05;1.69;0.1;1.59;2.67;0.1;0
32;81;225;3;3.9;1.3;1.0;0.3;0.0;1.0;0.0;0.27;0.14;0.13;4.06;4.36;3.8;1.33;1.0;0.33;1.33;0.0;1.33;0.0;0.0;0
28;76;205;81;36.1;4.5;0.8;3.7;0.8;2.5;2.8;2.64;1.41;1.24;4.4;4.91;3.93;8.84;4.53;4.31;2.47;0.15;2.31;3.17;0.02;0
22;81;230;25;11.1;2.2;0.7;1.4;0.1;1.0;0.5;0.76;0.4;0.36;4.43;4.65;4.17;3.8;2.28;1.52;0.88;0.16;0.72;0.48;0.04;1
23;81;250;82;26.7;8.0;2.2;5.8;0.5;3.3;4.1;1.81;0.96;0.85;4.13;4.54;3.74;8.33;5.67;2.66;5.51;1.02;4.49;1.07;0.02;1
29;78;200;23;7.6;1.3;0.0;1.2;0.1;0.9;0.3;0.52;0.27;0.25;4.17;4.44;3.91;1.74;1.09;0.65;0.35;0.0;0.35;0.43;0.0;1
24;78;230;38;13.7;2.4;0.7;1.8;0.2;1.4;0.8;1.0;0.54;0.46;4.31;4.64;3.97;3.18;1.55;1.63;0.71;0.05;0.66;0.68;0.05;1
29;78;185;72;31.5;4.0;0.4;3.6;0.4;1.9;1.7;2.36;1.27;1.09;4.5;4.92;4.09;7.93;4.36;3.57;1.31;0.04;1.26;2.22;0.01;0
23;80;210;68;22.2;2.8;0.4;2.4;0.2;1.2;0.7;1.63;0.88;0.75;4.47;4.8;4.13;4.47;2.54;1.93;1.15;0.06;1.09;0.57;0.0;1
21;84;236;1;3.7;0.0;0.0;0.0;0.0;1.0;0.0;0.26;0.12;0.13;4.81;4.57;2.47;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1
22;79;225;68;24.7;5.4;0.9;4.5;0.5;2.1;1.4;1.81;0.97;0.84;4.4;4.63;4.14;7.0;4.12;2.88;2.93;0.31;2.62;1.5;0.01;1
23;84;280;79;26.4;9.0;2.4;6.6;1.4;3.1;3.5;1.86;1.02;0.84;4.25;4.56;3.92;11.67;9.81;1.86;8.62;2.22;6.41;1.67;0.03;1
25;75;200;18;6.0;0.6;0.2;0.4;0.1;0.8;0.4;0.43;0.24;0.19;4.38;4.83;3.9;0.83;0.33;0.5;0.39;0.11;0.28;0.44;0.0;1
22;84;248;82;35.6;12.3;2.9;9.4;1.4;3.5;4.6;2.41;1.27;1.14;4.07;4.16;3.98;14.45;11.51;2.94;7.73;1.21;6.52;1.44;0.21;0
27;79;230;9;23.3;4.7;0.7;4.0;1.0;1.0;3.0;1.71;0.95;0.76;4.5;4.87;4.05;5.67;3.11;2.56;1.22;0.11;1.11;2.67;0.0;1
23;69;176;16;8.7;1.1;0.2;0.9;0.1;0.7;1.0;0.69;0.38;0.31;4.74;5.23;4.18;1.44;0.5;0.94;0.25;0.0;0.25;0.5;0.13;1
27;84;245;76;23.4;5.7;1.2;4.5;0.5;2.9;2.9;1.68;0.91;0.76;4.31;4.64;3.98;7.76;5.68;2.08;5.72;1.41;4.32;1.86;0.2;0
22;79;205;81;27.5;4.5;0.7;3.8;0.4;2.9;2.6;1.93;1.0;0.92;4.23;4.39;4.07;6.33;3.47;2.86;1.1;0.04;1.06;2.67;0.12;0
28;73;184;80;34.2;3.1;0.4;2.7;0.3;1.2;4.0;2.39;1.33;1.06;4.2;4.66;3.73;7.96;4.28;3.69;0.69;0.03;0.66;1.88;0.3;1
33;82;270;1;14.5;1.0;0.0;1.0;0.0;1.0;1.0;0.88;0.45;0.43;3.73;3.51;3.13;4.0;3.0;1.0;2.0;0.0;2.0;2.0;0.0;0
28;80;228;32;14.4;4.8;2.1;2.7;0.4;1.6;1.7;1.02;0.55;0.47;4.28;4.52;4.01;4.66;3.22;1.44;4.38;1.81;2.56;0.69;0.16;1
28;77;201;65;27.5;3.8;0.4;3.4;0.7;2.3;2.7;2.05;1.08;0.96;4.48;4.73;4.24;5.85;3.54;2.31;0.88;0.02;0.86;2.86;0.02;1
25;77;205;74;33.2;5.2;0.8;4.4;0.2;2.0;2.1;2.36;1.22;1.14;4.35;4.69;4.03;4.24;2.39;1.85;2.15;0.28;1.86;2.34;0.08;1
