Age;Inches;Weight;GP;MIN;REB;OREB;DREB;BLK;PF;PFD;DIST_MILES;DIST_MILES_OFF;DIST_MILES_DEF;AVG_SPEED;AVG_SPEED_OFF;AVG_SPEED_DEF;CONTESTED_SHOTS;CONTESTED_SHOTS_2PT;CONTESTED_SHOTS_3PT;BOX_OUTS;OFF_BOXOUTS;DEF_BOXOUTS;DEFLECTIONS;CHARGES_DRAWN;target
28;84;280;68;33.8;11.7;2.1;9.6;1.5;2.7;8.5;2.22;1.17;1.05;3.73;3.91;3.55;9.51;7.57;1.94;2.62;0.56;2.06;1.66;0.01;1
24;81;226;54;30.8;7.8;1.7;6.1;1.0;3.0;3.6;2.26;1.2;1.05;4.13;4.42;3.84;9.87;6.19;3.69;1.78;0.37;1.41;1.07;0.26;1
26;77;210;72;17.9;4.6;1.2;3.4;0.3;1.3;0.6;1.41;0.75;0.66;4.44;4.7;4.18;3.58;1.75;1.83;0.35;0.01;0.33;1.33;0.03;1
25;85;265;3;2.6;0.7;0.0;0.7;0.0;0.3;0.0;0.17;0.11;0.06;3.66;3.62;3.72;0.67;0.33;0.33;1.0;0.0;1.0;0.33;0.0;0
30;83;265;74;30.3;11.4;3.1;8.3;0.8;3.3;4.1;2.11;1.13;0.98;3.93;4.13;3.72;9.62;7.61;2.01;3.51;1.24;2.27;0.99;0.0;1
19;79;225;70;16.9;3.3;0.8;2.6;0.3;2.1;2.0;1.29;0.68;0.61;4.29;4.63;3.97;4.66;2.67;1.99;0.69;0.06;0.63;0.76;0.01;0
27;79;216;1;2.0;1.0;1.0;0.0;0.0;2.0;0.0;0.18;0.11;0.08;5.29;4.85;5.81;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0
30;76;194;79;27.1;3.5;0.8;2.6;0.2;1.9;2.1;2.04;1.13;0.9;4.21;4.61;3.8;3.9;1.42;2.48;0.35;0.03;0.33;1.24;0.0;1
23;75;200;2;3.0;0.5;0.0;0.5;0.0;0.5;0.0;0.23;0.13;0.1;4.79;5.44;4.06;1.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0
26;71;185;62;14.5;1.5;0.4;1.2;0.2;0.9;0.8;1.18;0.63;0.55;4.58;5.16;4.05;2.76;1.39;1.37;0.18;0.0;0.18;1.77;0.03;1
23;80;225;62;19.1;3.6;0.6;3.0;0.3;1.3;0.7;1.47;0.78;0.7;4.31;4.64;4.0;3.55;1.52;2.03;0.15;0.02;0.13;0.82;0.0;1
23;76;194;76;30.0;3.4;0.4;3.0;0.3;2.7;3.0;2.19;1.23;0.96;4.11;4.67;3.56;3.76;1.34;2.42;0.24;0.0;0.24;1.18;0.03;1
24;78;200;4;7.6;2.0;0.5;1.5;0.0;0.0;0.8;0.62;0.32;0.29;4.59;5.02;4.2;0.75;0.25;0.5;0.0;0.0;0.0;1.0;0.0;0
24;72;179;54;15.4;1.9;0.5;1.4;0.1;1.4;1.0;1.27;0.66;0.61;4.54;4.76;4.33;2.26;0.81;1.44;0.28;0.0;0.28;2.02;0.04;1
20;75;215;74;18.0;2.5;0.7;1.8;0.2;1.3;1.4;1.39;0.74;0.65;4.3;4.58;4.02;2.11;1.08;1.03;0.12;0.03;0.09;1.8;0.01;0
19;80;205;54;31.5;7.8;1.8;6.0;0.4;1.6;1.7;2.35;1.27;1.08;4.3;4.74;3.88;5.24;2.26;2.98;0.26;0.07;0.19;1.35;0.0;1
21;77;200;67;15.5;2.4;0.8;1.6;0.2;1.7;0.8;1.27;0.65;0.62;4.57;4.59;4.55;2.55;1.45;1.1;0.19;0.03;0.16;1.24;0.06;1
27;77;215;54;33.2;7.2;1.1;6.0;0.2;2.8;3.2;2.45;1.32;1.13;4.14;4.45;3.82;6.94;3.41;3.54;0.41;0.02;0.39;1.8;0.04;1
25;80;207;51;16.3;2.8;0.4;2.4;0.4;1.7;1.5;1.23;0.67;0.56;4.22;4.6;3.85;2.84;1.59;1.25;0.39;0.08;0.31;0.84;0.16;1
23;76;213;49;10.5;1.4;0.6;0.8;0.2;1.1;1.1;0.81;0.39;0.42;4.26;4.25;4.26;2.43;1.2;1.22;0.39;0.06;0.33;1.12;0.08;1
28;77;200;65;24.6;2.8;0.6;2.2;0.4;1.8;1.4;1.86;1.01;0.85;4.19;4.53;3.84;3.55;2.08;1.48;0.29;0.0;0.29;1.65;0.02;1
19;76;189;50;19.3;2.3;0.6;1.6;0.5;1.6;1.3;1.56;0.85;0.71;4.52;5.03;4.03;4.38;2.58;1.8;0.34;0.0;0.34;0.88;0.06;0
32;75;205;67;32.9;4.5;1.0;3.5;0.4;2.0;2.3;2.46;1.3;1.16;4.22;4.67;3.8;6.27;2.49;3.78;0.69;0.13;0.55;2.73;0.06;1
29;78;209;73;13.6;2.4;0.4;2.0;0.2;1.6;0.8;1.06;0.57;0.49;4.34;4.81;3.91;3.03;1.88;1.15;0.71;0.04;0.67;1.23;0.0;1
26;81;214;40;11.1;2.5;0.7;1.8;0.3;0.6;0.5;0.87;0.46;0.41;4.45;4.74;4.17;2.18;1.38;0.8;0.3;0.1;0.2;0.4;0.0;1
27;80;250;72;35.3;9.9;1.7;8.2;0.5;2.8;4.6;2.47;1.37;1.09;3.93;4.25;3.59;6.4;3.65;2.75;1.31;0.38;0.93;1.14;0.0;1
28;77;231;16;19.7;2.9;0.3;2.6;0.4;1.4;0.9;1.45;0.77;0.68;4.11;4.39;3.84;4.31;2.13;2.19;0.13;0.0;0.13;1.38;0.0;0
21;78;206;36;7.8;2.0;1.0;1.0;0.1;0.9;0.3;0.64;0.34;0.3;4.58;4.7;4.45;1.72;0.75;0.97;0.08;0.06;0.03;0.28;0.0;1
33;78;180;74;27.8;2.6;0.4;2.2;0.4;2.1;1.1;2.09;1.16;0.94;4.29;4.77;3.81;4.88;2.61;2.27;0.61;0.03;0.58;1.82;0.05;1
27;80;220;7;5.2;1.0;0.1;0.9;0.0;0.4;0.1;0.36;0.21;0.15;4.12;4.65;3.53;1.29;1.0;0.29;0.0;0.0;0.0;0.0;0.0;1
24;73;195;25;12.1;0.8;0.2;0.7;0.0;1.1;0.8;0.98;0.51;0.47;4.43;4.62;4.24;1.8;1.08;0.72;0.12;0.0;0.12;0.72;0.12;0
26;78;222;48;16.1;4.2;1.0;3.2;0.5;1.4;1.1;1.22;0.63;0.58;4.19;4.42;3.96;3.56;2.25;1.31;0.52;0.08;0.44;0.94;0.04;1
27;83;290;56;28.2;11.1;3.0;8.1;0.6;3.4;4.4;2.01;1.06;0.94;4.01;4.25;3.77;7.61;6.18;1.43;2.95;0.82;2.13;2.11;0.02;1
25;79;232;2;15.5;2.0;1.0;1.0;0.0;1.5;0.0;1.18;0.61;0.56;4.31;4.75;3.62;3.0;0.0;3.0;1.5;0.5;1.0;1.0;0.0;1
23;80;215;21;11.6;2.0;0.5;1.4;0.3;1.2;0.5;0.9;0.49;0.41;4.31;4.52;4.04;2.57;1.67;0.9;0.9;0.05;0.86;0.43;0.0;1
21;82;221;21;3.0;0.5;0.1;0.4;0.1;0.4;0.3;0.23;0.12;0.11;4.16;4.31;4.01;0.9;0.43;0.48;0.24;0.05;0.19;0.24;0.0;1
26;83;248;74;33.5;9.8;2.6;7.2;1.1;3.6;5.8;2.27;1.16;1.11;3.84;3.97;3.71;9.27;6.76;2.51;2.34;0.47;1.86;1.84;0.0;1
28;71;167;32;17.7;1.4;0.3;1.2;0.1;1.6;0.5;1.39;0.74;0.65;4.41;4.8;4.03;2.13;1.09;1.03;0.09;0.0;0.09;1.0;0.0;0
26;80;229;59;16.2;3.9;1.1;2.9;0.2;1.0;0.8;1.28;0.68;0.6;4.42;4.85;4.02;3.97;2.24;1.73;0.39;0.05;0.34;0.93;0.0;1
26;77;230;30;15.0;1.8;0.6;1.3;0.3;1.2;0.3;1.14;0.6;0.54;4.25;4.47;4.03;2.87;1.77;1.1;0.23;0.07;0.17;0.9;0.0;1
22;78;220;75;31.9;6.1;1.1;5.0;0.2;2.0;2.5;2.4;1.3;1.1;4.24;4.72;3.78;5.73;3.01;2.72;1.27;0.19;1.08;1.31;0.01;1
26;76;200;31;11.3;1.5;0.5;0.9;0.0;0.9;0.2;0.88;0.46;0.42;4.38;4.6;4.13;1.61;0.52;1.1;0.23;0.0;0.23;0.68;0.0;1
31;83;240;40;19.1;4.4;1.4;3.1;0.5;2.5;2.7;1.4;0.78;0.62;4.08;4.53;3.64;5.83;3.75;2.08;0.93;0.25;0.68;1.78;0.15;1
26;78;203;76;26.3;4.0;1.0;2.9;0.4;2.5;2.1;1.95;1.01;0.93;4.11;4.37;3.87;3.66;1.71;1.95;0.22;0.0;0.22;2.46;0.01;1
32;72;184;37;25.6;3.0;0.4;2.6;0.2;1.0;2.5;1.86;1.04;0.82;4.1;4.43;3.75;4.57;1.81;2.76;0.14;0.0;0.14;1.16;0.3;1
27;78;210;49;21.9;4.5;1.5;3.0;0.2;1.7;1.5;1.67;0.89;0.78;4.26;4.62;3.92;3.73;1.94;1.8;0.84;0.24;0.59;1.08;0.18;1
32;76;195;39;14.0;1.8;0.3;1.4;0.2;1.8;0.6;1.12;0.57;0.56;4.5;4.59;4.42;2.92;1.64;1.28;0.21;0.03;0.18;0.97;0.03;1
29;77;204;77;30.2;3.4;0.5;2.9;0.3;1.8;2.0;2.19;1.19;0.99;4.06;4.33;3.78;2.77;1.34;1.43;0.69;0.06;0.62;1.94;0.01;1
21;77;215;79;21.0;3.8;1.0;2.7;0.5;1.4;1.2;1.51;0.79;0.72;4.01;4.16;3.87;4.1;2.35;1.75;0.57;0.04;0.53;0.65;0.01;1
20;76;185;37;18.8;2.2;0.6;1.5;0.3;1.9;1.2;1.47;0.79;0.68;4.27;4.64;3.9;3.22;1.68;1.54;0.32;0.0;0.32;1.3;0.03;1
21;79;203;48;20.6;3.6;0.9;2.7;0.5;1.8;0.5;1.55;0.82;0.73;4.33;4.55;4.1;4.98;3.04;1.94;0.77;0.06;0.71;0.92;0.0;1
33;82;240;55;37.2;7.4;0.5;6.9;0.9;2.1;5.9;2.49;1.33;1.16;3.74;4.06;3.43;8.07;4.11;3.96;0.8;0.05;0.75;1.58;0.02;1
23;79;198;74;29.6;3.4;0.4;3.0;0.4;2.5;0.8;2.15;1.15;1.0;4.14;4.42;3.86;5.05;2.53;2.53;0.43;0.01;0.42;1.76;0.0;1
22;79;215;30;7.4;1.5;0.5;1.0;0.1;0.6;0.5;0.56;0.29;0.27;4.3;4.48;4.11;1.4;0.57;0.83;0.23;0.07;0.17;0.17;0.0;1
33;80;251;74;22.5;7.2;1.2;6.1;0.2;1.4;2.3;1.56;0.85;0.71;3.9;4.12;3.66;4.69;2.28;2.41;1.5;0.46;1.04;0.62;0.35;1
29;73;179;24;6.9;0.5;0.1;0.4;0.0;0.5;0.4;0.56;0.32;0.24;4.54;4.74;4.37;0.83;0.5;0.33;0.04;0.0;0.04;0.21;0.04;0
22;76;203;61;31.3;4.4;0.7;3.7;0.4;2.6;2.9;2.29;1.23;1.05;4.11;4.37;3.85;4.93;2.62;2.31;0.41;0.02;0.39;2.11;0.02;1
26;81;222;82;21.1;7.3;2.5;4.7;0.6;2.6;1.3;1.51;0.77;0.74;4.03;4.19;3.88;8.59;6.05;2.54;2.54;0.77;1.77;1.1;0.01;1
29;81;233;55;18.0;4.3;2.2;2.1;0.5;1.9;1.1;1.36;0.74;0.62;4.26;4.52;4.0;5.45;3.75;1.71;1.45;0.18;1.27;1.18;0.02;1
30;79;222;66;32.4;5.4;0.6;4.8;0.3;2.4;3.2;2.36;1.26;1.1;4.15;4.66;3.69;5.11;2.23;2.88;0.79;0.11;0.68;2.23;0.03;1
20;77;195;66;25.0;3.2;0.5;2.6;0.5;2.8;1.2;1.88;1.01;0.88;4.24;4.55;3.94;4.82;2.53;2.29;0.44;0.02;0.42;2.52;0.03;1
24;81;220;36;12.8;1.7;0.6;1.1;0.4;1.6;0.3;0.97;0.51;0.46;4.31;4.46;4.15;2.72;1.75;0.97;0.47;0.06;0.42;0.94;0.06;1
21;73;170;24;14.2;1.6;0.4;1.3;0.0;0.7;0.6;1.14;0.61;0.53;4.45;4.7;4.2;2.25;1.21;1.04;0.0;0.0;0.0;1.17;0.04;1
32;78;220;32;29.4;3.9;0.5;3.4;0.5;1.7;1.3;2.21;1.2;1.01;4.26;4.78;3.77;4.91;3.59;1.31;0.47;0.0;0.47;1.25;0.0;1
28;75;205;14;24.0;3.5;0.6;2.9;0.2;2.7;1.5;1.84;0.94;0.9;4.23;4.43;4.04;3.43;1.5;1.93;0.21;0.0;0.21;2.86;0.0;1
26;87;240;51;29.0;8.1;2.0;6.1;1.6;2.7;4.6;2.01;1.09;0.92;3.9;4.11;3.67;9.61;7.55;2.06;1.76;0.24;1.53;1.29;0.0;1
28;81;230;69;21.5;5.3;1.0;4.3;0.7;1.6;1.2;1.59;0.85;0.74;4.16;4.44;3.89;4.99;2.93;2.06;0.72;0.12;0.61;2.03;0.01;1
24;73;167;19;9.8;0.9;0.2;0.7;0.1;0.6;0.8;0.78;0.43;0.34;4.42;4.7;4.12;1.47;0.58;0.89;0.32;0.0;0.32;0.63;0.0;0
26;81;221;66;33.4;8.5;1.1;7.4;0.9;1.9;2.8;2.48;1.38;1.1;4.16;4.53;3.78;6.76;4.91;1.85;1.08;0.29;0.79;0.83;0.03;1
36;72;196;63;33.9;4.5;0.5;4.0;0.3;2.8;3.6;2.28;1.25;1.03;3.76;4.13;3.4;3.81;1.48;2.33;1.24;0.08;1.16;2.21;0.4;1
30;74;195;29;37.6;4.4;0.6;3.8;0.6;2.8;3.8;2.57;1.39;1.18;3.85;4.17;3.53;4.69;2.86;1.83;0.24;0.0;0.24;2.69;0.07;1
36;83;250;47;22.3;5.5;1.6;3.9;1.0;1.7;1.9;1.57;0.83;0.74;4.01;4.21;3.8;8.38;6.36;2.02;2.11;0.49;1.62;0.85;0.0;1
20;79;180;75;32.3;6.7;1.4;5.2;0.4;3.2;3.2;2.55;1.4;1.15;4.44;4.94;3.95;3.67;1.81;1.85;0.2;0.04;0.16;2.76;0.0;1
24;78;230;63;16.1;2.6;0.7;1.9;0.3;1.7;0.9;1.21;0.63;0.58;4.2;4.32;4.08;4.19;2.52;1.67;0.37;0.05;0.32;0.83;0.0;1
31;77;210;46;17.7;2.8;0.3;2.5;0.1;2.1;1.4;1.21;0.66;0.56;3.82;4.18;3.46;2.02;0.63;1.39;0.2;0.0;0.2;1.13;0.0;0
25;76;190;69;20.8;1.8;0.2;1.6;0.1;1.3;1.0;1.65;0.91;0.74;4.51;5.02;4.01;3.3;2.12;1.19;0.67;0.0;0.67;1.06;0.01;1
30;73;200;7;15.2;2.6;0.4;2.1;0.0;1.0;0.4;1.19;0.64;0.55;4.36;4.82;3.92;2.86;1.57;1.29;0.43;0.14;0.29;0.29;0.14;0
29;79;245;46;22.6;5.4;1.6;3.8;0.4;1.8;1.4;1.67;0.88;0.78;4.13;4.39;3.88;4.37;2.8;1.57;1.13;0.3;0.83;1.98;0.17;1
25;83;240;61;30.8;5.7;1.0;4.7;0.5;2.1;2.4;2.22;1.21;1.02;4.07;4.34;3.8;8.15;5.26;2.89;1.13;0.02;1.11;1.51;0.0;1
37;81;250;56;37.2;8.2;1.1;7.1;1.1;2.2;5.5;2.39;1.29;1.1;3.61;3.92;3.3;5.66;3.64;2.02;0.91;0.18;0.73;1.96;0.29;1
21;78;200;35;6.9;1.2;0.5;0.8;0.0;0.7;0.5;0.59;0.31;0.27;4.7;5.12;4.3;1.2;0.8;0.4;0.2;0.0;0.2;0.43;0.0;0
24;73;189;19;10.5;1.3;0.2;1.2;0.1;0.9;1.6;0.8;0.42;0.38;4.32;4.63;4.02;1.47;0.53;0.95;0.05;0.05;0.0;0.79;0.05;0
24;78;215;25;18.6;2.9;0.2;2.7;0.3;1.2;0.4;1.44;0.79;0.65;4.37;4.75;3.98;4.92;2.48;2.44;0.52;0.0;0.52;1.08;0.0;0
23;76;204;70;23.0;2.6;0.3;2.3;0.3;1.4;1.3;1.68;0.9;0.78;4.09;4.48;3.71;3.23;1.5;1.73;0.16;0.0;0.16;0.99;0.0;1
24;78;190;35;34.6;5.4;1.0;4.4;0.9;2.4;1.1;2.58;1.39;1.2;4.21;4.63;3.81;6.74;3.63;3.11;0.37;0.09;0.29;3.2;0.03;1
35;74;175;56;14.3;1.6;0.3;1.3;0.1;0.9;1.2;0.96;0.52;0.43;3.82;4.12;3.5;2.02;0.68;1.34;0.3;0.02;0.29;0.96;0.0;1
23;79;205;10;10.4;1.2;0.0;1.2;0.1;1.4;0.9;0.81;0.42;0.39;4.33;4.63;4.05;2.3;1.2;1.1;0.0;0.0;0.0;0.9;0.0;1
23;75;215;51;32.7;4.2;0.7;3.4;0.4;2.9;3.5;2.4;1.29;1.1;4.13;4.5;3.77;5.96;2.24;3.73;0.49;0.06;0.43;1.76;0.0;1
23;79;230;65;35.4;9.1;0.9;8.3;0.6;2.2;6.2;2.38;1.37;1.01;3.78;4.2;3.34;6.09;3.6;2.49;0.43;0.02;0.42;2.06;0.02;1
23;82;243;32;12.2;3.1;1.8;1.3;0.2;1.7;1.8;0.96;0.51;0.45;4.49;4.79;4.2;4.06;3.09;0.97;1.69;0.44;1.25;0.84;0.19;0
26;77;206;70;27.4;3.3;0.3;3.0;0.1;1.4;0.7;1.99;1.1;0.89;4.06;4.43;3.68;2.94;1.51;1.43;0.54;0.0;0.54;0.81;0.03;1
26;86;250;15;6.9;1.9;0.9;1.1;0.2;0.6;0.3;0.48;0.26;0.22;4.07;4.27;3.96;3.33;2.67;0.67;0.8;0.27;0.53;0.27;0.0;1
24;77;213;2;4.2;0.5;0.0;0.5;0.0;0.5;0.0;0.38;0.22;0.16;5.13;4.89;4.03;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0
23;74;185;2;12.2;1.5;0.0;1.5;0.5;2.5;1.0;0.99;0.56;0.42;4.54;4.88;3.72;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0
24;73;175;44;12.2;1.4;0.2;1.2;0.1;1.0;0.7;0.93;0.49;0.44;4.29;4.56;4.06;1.77;0.91;0.86;0.23;0.0;0.23;0.84;0.0;1
29;77;229;36;33.5;5.1;0.9;4.2;0.4;2.0;3.7;2.43;1.35;1.08;4.08;4.57;3.59;5.11;3.08;2.03;0.33;0.03;0.31;1.36;0.0;1
26;78;220;19;11.2;1.8;0.6;1.3;0.2;1.3;0.6;0.84;0.43;0.42;4.2;4.3;4.09;2.68;1.74;0.95;0.32;0.0;0.32;0.84;0.05;1
25;76;187;79;25.0;2.9;0.3;2.5;0.2;1.1;0.5;1.82;0.98;0.85;4.1;4.48;3.74;2.86;1.13;1.73;0.3;0.0;0.3;0.81;0.03;1
24;77;230;15;4.2;1.1;0.1;1.0;0.0;0.3;0.0;0.31;0.17;0.14;4.04;4.15;3.91;0.87;0.2;0.67;0.07;0.0;0.07;0.07;0.0;1
24;75;200;76;28.1;3.4;0.5;2.9;0.4;1.8;1.4;2.12;1.16;0.97;4.23;4.63;3.84;4.89;2.7;2.2;0.09;0.0;0.09;1.14;0.03;1
25;75;190;1;7.7;1.0;0.0;1.0;0.0;0.0;1.0;0.5;0.28;0.22;3.76;4.95;2.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
25;81;228;13;14.4;4.5;1.3;3.2;0.7;2.5;1.1;1.08;0.59;0.5;4.24;4.49;3.97;5.38;4.62;0.77;0.77;0.08;0.69;1.0;0.15;0
23;77;205;12;10.7;1.9;0.8;1.2;0.3;1.3;0.4;0.83;0.42;0.41;4.4;4.34;4.48;1.5;0.75;0.75;0.5;0.33;0.17;1.25;0.08;1
32;80;218;54;29.0;4.4;0.5;3.9;0.3;2.1;2.1;1.94;1.04;0.9;3.79;4.0;3.57;3.28;1.63;1.65;0.93;0.06;0.87;0.78;0.04;1
28;76;220;71;32.3;3.8;0.6;3.2;0.3;2.3;3.3;2.19;1.17;1.02;3.86;4.15;3.57;5.23;2.31;2.92;1.46;0.04;1.42;2.89;0.23;1
24;76;209;18;20.0;2.7;0.2;2.5;0.3;1.2;2.0;1.58;0.87;0.71;4.52;5.01;4.0;3.39;1.39;2.0;0.22;0.0;0.22;1.5;0.06;1
32;81;245;17;17.5;2.6;1.0;1.6;0.1;1.9;0.8;1.23;0.64;0.59;3.93;4.13;3.74;3.53;2.0;1.53;1.53;0.29;1.24;0.82;0.12;1
22;83;220;9;3.9;1.1;0.6;0.6;0.1;0.7;0.8;0.29;0.14;0.15;4.24;4.32;4.17;1.67;1.11;0.56;0.33;0.0;0.33;0.22;0.0;1
23;70;175;31;5.7;0.4;0.1;0.3;0.0;0.5;0.5;0.44;0.24;0.2;4.31;4.64;3.96;0.68;0.1;0.58;0.03;0.0;0.03;0.16;0.1;1
24;81;240;34;10.2;3.0;1.0;2.1;0.4;1.9;1.0;0.77;0.41;0.36;4.24;4.5;3.97;3.12;2.15;0.97;0.68;0.15;0.53;0.74;0.0;0
23;83;235;48;23.9;7.0;2.2;4.9;0.4;1.9;2.2;1.87;0.99;0.88;4.41;4.69;4.14;7.31;3.65;3.67;1.1;0.27;0.83;0.63;0.08;1
23;76;200;4;12.6;2.5;0.3;2.3;0.0;2.0;2.5;1.0;0.55;0.45;4.38;4.88;3.88;1.0;0.25;0.75;0.25;0.0;0.25;0.75;0.0;0
32;83;254;73;24.6;7.7;2.4;5.3;0.7;3.1;2.3;1.86;1.0;0.86;4.28;4.64;3.92;7.42;5.41;2.01;1.84;0.51;1.33;1.9;0.03;1
25;77;201;66;25.5;2.3;0.6;1.7;1.1;2.4;0.7;1.93;0.97;0.97;4.3;4.32;4.28;4.38;2.64;1.74;0.2;0.03;0.17;3.76;0.02;1
27;74;199;1;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.08;0.09;5.28;5.08;5.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1
25;79;215;1;5.3;0.0;0.0;0.0;0.0;0.0;0.0;0.41;0.23;0.18;4.21;4.09;4.34;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0
27;75;190;40;11.5;1.3;0.1;1.2;0.1;0.5;0.4;0.95;0.53;0.42;4.63;5.09;4.16;1.6;0.8;0.8;0.25;0.0;0.25;0.3;0.0;1
29;79;220;47;18.4;2.4;0.3;2.1;0.5;1.6;0.6;1.34;0.7;0.64;4.19;4.42;3.96;3.68;2.13;1.55;0.23;0.0;0.23;1.68;0.0;1
26;77;215;68;23.3;3.0;0.4;2.6;0.2;1.7;1.0;1.84;1.04;0.8;4.42;4.96;3.87;4.81;2.26;2.54;0.72;0.03;0.69;0.84;0.22;1
30;82;240;59;24.6;5.9;1.2;4.7;1.0;2.3;1.5;1.72;0.94;0.77;3.93;4.18;3.67;7.49;5.41;2.08;1.78;0.41;1.37;0.76;0.17;1
23;71;192;5;3.8;0.0;0.0;0.0;0.0;0.2;0.0;0.31;0.17;0.14;4.29;4.42;4.15;0.4;0.0;0.4;0.0;0.0;0.0;0.0;0.0;1
25;77;215;3;39.9;4.3;1.7;2.7;0.0;2.7;2.7;2.92;1.6;1.32;4.17;4.42;3.89;3.67;2.33;1.33;0.0;0.0;0.0;1.33;0.0;0
24;82;248;3;10.3;3.0;1.3;1.7;0.3;1.3;1.3;0.87;0.44;0.43;4.67;4.66;4.67;5.33;3.33;2.0;1.0;0.0;1.0;1.0;0.0;0
24;82;218;9;29.4;6.6;1.0;5.6;0.2;1.8;1.1;2.16;1.11;1.05;4.12;4.27;3.98;4.44;2.22;2.22;0.22;0.22;0.0;2.56;0.0;1
25;78;209;82;34.8;4.2;0.9;3.3;0.4;1.8;1.9;2.62;1.35;1.28;4.3;4.52;4.09;5.89;3.09;2.8;0.57;0.01;0.56;2.05;0.01;0
34;73;175;72;28.6;3.0;0.7;2.4;0.3;2.0;2.2;2.13;1.19;0.95;4.18;4.58;3.76;3.76;1.83;1.93;0.26;0.0;0.26;2.03;0.01;1
30;82;240;43;13.8;3.0;0.5;2.5;0.6;1.3;1.1;1.07;0.59;0.48;4.33;4.88;3.78;5.3;4.09;1.21;1.28;0.07;1.21;0.63;0.05;1
24;79;225;80;35.5;7.0;1.1;5.9;0.8;2.4;3.4;2.67;1.45;1.22;4.23;4.68;3.79;8.94;5.09;3.85;1.25;0.1;1.15;1.49;0.0;1
21;73;195;40;9.3;1.1;0.1;1.0;0.0;1.1;0.3;0.72;0.37;0.35;4.34;4.35;4.32;2.0;1.13;0.88;0.2;0.0;0.2;0.78;0.03;1
24;84;240;72;25.7;8.6;4.1;4.5;1.8;2.7;2.0;1.84;0.97;0.87;4.05;4.17;3.92;8.35;6.32;2.03;3.79;1.18;2.61;2.01;0.01;1
24;77;206;16;2.8;0.4;0.1;0.4;0.0;0.4;0.1;0.21;0.11;0.1;4.2;3.98;4.18;0.5;0.19;0.31;0.0;0.0;0.0;0.06;0.0;1
24;84;231;71;25.7;8.1;2.1;6.0;1.7;2.6;1.1;1.86;0.98;0.88;4.1;4.33;3.88;9.39;6.62;2.77;1.69;0.58;1.11;1.01;0.0;1
27;74;183;75;29.9;3.0;0.4;2.7;0.2;1.2;1.1;2.15;1.2;0.95;4.11;4.53;3.69;3.79;1.77;2.01;0.24;0.0;0.24;1.16;0.03;1
28;79;240;71;23.1;6.1;2.1;4.0;0.6;1.9;3.5;1.59;0.84;0.75;3.86;4.02;3.69;7.51;5.32;2.18;2.34;0.49;1.85;0.77;0.17;1
25;83;245;63;15.2;3.7;0.7;3.0;0.2;2.0;2.1;1.14;0.62;0.52;4.18;4.57;3.79;4.05;2.49;1.56;1.44;0.14;1.3;0.84;0.22;1
22;86;245;40;8.6;3.4;1.0;2.4;0.4;1.3;1.2;0.66;0.37;0.3;4.31;4.54;4.07;4.03;3.2;0.83;0.78;0.28;0.5;0.28;0.0;0
20;77;211;52;11.7;1.5;0.3;1.2;0.2;0.8;0.6;0.82;0.44;0.38;4.02;4.28;3.78;2.13;1.02;1.12;0.21;0.02;0.19;0.5;0.08;1
23;80;226;4;3.7;0.8;0.3;0.5;0.3;0.0;0.5;0.27;0.15;0.12;4.18;4.15;4.22;1.0;0.75;0.25;0.0;0.0;0.0;0.0;0.0;1
28;75;195;17;14.1;1.4;0.1;1.3;0.1;0.8;0.3;1.04;0.54;0.5;4.13;4.45;3.87;2.59;1.18;1.41;0.12;0.0;0.12;0.65;0.0;1
24;74;195;11;4.7;0.5;0.1;0.5;0.0;0.7;0.2;0.38;0.19;0.19;4.45;4.58;4.34;0.36;0.09;0.27;0.0;0.0;0.0;0.36;0.0;1
26;83;250;42;29.4;7.1;1.5;5.5;2.8;2.8;2.3;2.14;1.14;1.0;4.11;4.42;3.81;10.74;8.98;1.76;2.57;0.26;2.31;1.64;0.05;1
24;79;220;55;13.4;2.6;0.7;1.9;0.1;1.3;1.3;1.05;0.55;0.49;4.36;4.59;4.12;2.18;1.22;0.96;0.38;0.09;0.29;0.85;0.05;1
22;77;220;42;25.9;5.6;1.4;4.2;0.9;2.0;2.0;1.94;1.04;0.9;4.19;4.42;3.95;6.43;3.67;2.76;0.52;0.1;0.43;0.83;0.0;1
23;77;210;2;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.11;0.05;0.06;4.24;5.59;3.42;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.0;0
24;82;253;37;7.2;2.3;0.9;1.4;0.2;1.1;1.2;0.53;0.28;0.25;4.06;4.41;3.73;2.84;1.68;1.16;0.68;0.22;0.46;0.43;0.0;0
22;81;264;77;15.8;3.9;1.3;2.6;0.9;2.2;1.7;1.18;0.62;0.57;4.25;4.6;3.92;5.45;3.71;1.74;1.31;0.17;1.14;0.96;0.04;1
